제품명,상세 항목 및 요약,사용자 수 / 정보밀도,긍정 소분류 (Top 5),부정 소분류 (Top 5),종합 만족도,평균 점수
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,[대표리뷰 2] 아누아 어성초 세럼 보다 촉촉해요 원래 면세에서 사려고 했는데 올영이 더 저렴해서 의문. 비슷한 쌀 원료 제품인 무인양품 보다 양도 많고 좋아요 건성한테 조금 건조할 수도 있을 것 같아요,밀도: 2,리뷰ID: SR_251130_001,태그: nan,별점: 5점,0.7
7 라이스 세라마이드 하이드레이팅 베리어 세럼 50ml,[대표리뷰 3] 많은 양을 쓰지 않아도 촉촉하고 피부결이 매끈해지고 자극없이 순해서 좋아요,밀도: 2,리뷰ID: SR_251210_001,태그: nan,별점: 5점,1.5
TXA 나이아신 흔적 세럼 30ml,가을웜톤,4명,"추천/재구매 (3)
미백/광채 (1)
진정/장벽 (1)",-,매우만족,2.2
TXA 나이아신 흔적 세럼 30ml,각질,1명,"미백/광채 (1)
트러블/모공 (1)",-,매우만족,4.0
TXA 나이아신 흔적 세럼 30ml,건성,2명,"트러블/모공 (2)
보습/속건조 (1)
미백/광채 (1)
끈적임/밀림 (1)
상황/편의 (1)",-,만족,1.0
TXA 나이아신 흔적 세럼 30ml,다크서클,2명,"추천/재구매 (1)
미백/광채 (1)",자극/부작용 (2),만족,0.5
TXA 나이아신 흔적 세럼 30ml,모공,4명,"추천/재구매 (3)
미백/광채 (1)",자극/부작용 (2),만족,0.88
TXA 나이아신 흔적 세럼 30ml,미백,3명,"추천/재구매 (2)
끈적임/밀림 (1)
상황/편의 (1)","추천/재구매 (1)
흡수/발림성 (1)",만족,0.83
TXA 나이아신 흔적 세럼 30ml,민감성,6명,"미백/광채 (3)
트러블/모공 (3)
끈적임/밀림 (2)
상황/편의 (2)
추천/재구매 (1)","추천/재구매 (2)
흡수/발림성 (1)
트러블/모공 (1)
유분/피지 (1)",만족,0.62
TXA 나이아신 흔적 세럼 30ml,복합성,3명,"미백/광채 (1)
진정/장벽 (1)
추천/재구매 (1)",-,만족,1.4
TXA 나이아신 흔적 세럼 30ml,블랙헤드,2명,"미백/광채 (1)
순함/저자극 (1)
자극/부작용 (1)",-,만족,1.0
TXA 나이아신 흔적 세럼 30ml,여름쿨톤,6명,"미백/광채 (3)
끈적임/밀림 (2)
상황/편의 (2)
트러블/모공 (2)
추천/재구매 (1)","추천/재구매 (2)
유분/피지 (2)
흡수/발림성 (1)
트러블/모공 (1)
순함/저자극 (1)",보통,0.29
TXA 나이아신 흔적 세럼 30ml,웜톤,4명,"자극/부작용 (2)
미백/광채 (1)
순함/저자극 (1)",-,만족,1.0
TXA 나이아신 흔적 세럼 30ml,잡티,6명,"미백/광채 (2)
자극/부작용 (2)
추천/재구매 (1)
순함/저자극 (1)",트러블/모공 (1),만족,0.8
TXA 나이아신 흔적 세럼 30ml,재구매,12명,"추천/재구매 (6)
상황/편의 (3)
트러블/모공 (2)
끈적임/밀림 (2)
보습/속건조 (2)","추천/재구매 (1)
흡수/발림성 (1)",매우만족,2.0
TXA 나이아신 흔적 세럼 30ml,정보없음,60명,"추천/재구매 (23)
미백/광채 (14)
트러블/모공 (13)
보습/속건조 (12)
끈적임/밀림 (8)","상황/편의 (3)
자극/부작용 (3)
순함/저자극 (1)
끈적임/밀림 (1)
진정/장벽 (1)",만족,1.02
TXA 나이아신 흔적 세럼 30ml,지성,5명,"미백/광채 (2)
자극/부작용 (2)
추천/재구매 (2)
순함/저자극 (1)","순함/저자극 (1)
자극/부작용 (1)
유분/피지 (1)",만족,1.0
TXA 나이아신 흔적 세럼 30ml,트러블,6명,"트러블/모공 (3)
미백/광채 (2)
추천/재구매 (2)
보습/속건조 (1)
끈적임/밀림 (1)","유분/피지 (1)
추천/재구매 (1)",만족,1.07
TXA 나이아신 흔적 세럼 30ml,피지과다,2명,"미백/광채 (1)
자극/부작용 (1)","순함/저자극 (1)
자극/부작용 (1)
유분/피지 (1)",보통,0.43
TXA 나이아신 흔적 세럼 30ml,한달이상사용,52명,"추천/재구매 (15)
미백/광채 (12)
트러블/모공 (8)
상황/편의 (7)
흡수/발림성 (6)","상황/편의 (3)
트러블/모공 (1)
가성비/가격 (1)
진정/장벽 (1)
유분/피지 (1)",만족,1.07
TXA 나이아신 흔적 세럼 30ml,"[TXA 나이아신 흔적 세럼 30ml 랩업] 참여 유저: (정보없음 60명, 한달이상사용 52명, 재구매 12명, 민감성 6명, 잡티 6명, 여름쿨톤 6명, 트러블 6명, 지성 5명, 웜톤 4명, 가을웜톤 4명, 모공 4명, 미백 3명, 복합성 3명, 블랙헤드 2명, 다크서클 2명, 건성 2명, 피지과다 2명, 각질 1명). 이 제품에서 가장 많이 언급된 특징은 '미백/광채'(으)로, 이에 대해 주로 긍정적인 반응을 보였습니다.",총 122명,★★ 제품 전체 요약 ★★,★★ 제품 전체 요약 ★★,-,1.06
TXA 나이아신 흔적 세럼 30ml,"[대표리뷰 1] 한달 사용리뷰 이 제품은 기미랑 붉은 자국 때문에 샀는데, 한 달간 하루 12회 사용하면서 확실히 피부톤이 균일해지는 걸 느꼈어요. 제형은 묽고 가볍지만 보습력도 괜찮고, 특히 여드름 자국이 조금 옅어졌어요. 즉각적인 효과는 없지만 꾸준히 사용하면 확실히 변화가 생기는 제품이에요. 흡수도 빠르고 메이크업 전에 써도 밀림이 없어서 아침 루틴에도 문제 없었어요. 민감성 피부인데 트러블도 전혀 없었고, 깔끔한 성분이라 안심하고 사용할 수 있었어요.",밀도: 5,리뷰ID: ST2_250919_005,태그: 한달이상사용,별점: 4점,1.2
TXA 나이아신 흔적 세럼 30ml,[대표리뷰 2] 발림이 촉촉하고 끈적임 없이 금방 흡수돼서 사용감이 좋음 꾸준히 쓰니까 피부톤이 서서히 맑아지고 환해지는 느낌이라 만족스러움,밀도: 4,리뷰ID: ST2_250813_002,태그: nan,별점: 5점,1.3
TXA 나이아신 흔적 세럼 30ml,[대표리뷰 3] 나이아신아마이드10 대놓고 써져있는데 안 살 수가 없었어영 옛날에 공홈에서 복숭아 세럼이랑 11 할 때 샀었는데 괜찮았었고 피부가 최근에 뒤집어져서 찾아보다가 재구매 하게 됐어영 걍 좋아요 저는 건성이라 그렇게 끈적이지도 않고 화장 전에 발라도 잘 흡수돼서 쿨링감 토너 패드 세럼 무자극 로션 이렇게 해서 아주 잘 쓰고 있어요! 제가 피부가 민감한 편인데 따갑거나 아픈 건 없었어요! 괜찮아졌음 괜찮아졌지 피부가 더 안 좋아지는 경우는 없었던 것 같아요 쓰는 동안!,밀도: 4,리뷰ID: ST2_250902_003,태그: nan,별점: 5점,0.8
복숭아 나이아신아마이드 세럼 30mL,가을웜톤,4명,"미백/광채 (2)
상황/편의 (1)",-,만족,0.6
복숭아 나이아신아마이드 세럼 30mL,각질,5명,"트러블/모공 (1)
추천/재구매 (1)
자극/부작용 (1)",-,만족,1.25
복숭아 나이아신아마이드 세럼 30mL,건성,3명,"보습/속건조 (2)
흡수/발림성 (2)
유분/피지 (1)
끈적임/밀림 (1)
상황/편의 (1)",-,만족,1.0
복숭아 나이아신아마이드 세럼 30mL,겨울쿨톤,2명,"상황/편의 (1)
흡수/발림성 (1)
자극/부작용 (1)",-,만족,1.2
복숭아 나이아신아마이드 세럼 30mL,미백,3명,"추천/재구매 (1)
순함/저자극 (1)
미백/광채 (1)",-,만족,1.17
복숭아 나이아신아마이드 세럼 30mL,민감성,6명,"미백/광채 (2)
상황/편의 (2)
추천/재구매 (1)
순함/저자극 (1)
흡수/발림성 (1)",-,만족,1.09
복숭아 나이아신아마이드 세럼 30mL,복합성,4명,"트러블/모공 (1)
추천/재구매 (1)
자극/부작용 (1)",-,만족,1.43
복숭아 나이아신아마이드 세럼 30mL,봄웜톤,1명,추천/재구매 (1),-,매우만족,5.0
복숭아 나이아신아마이드 세럼 30mL,블랙헤드,7명,"미백/광채 (2)
상황/편의 (2)
흡수/발림성 (2)
트러블/모공 (1)
순함/저자극 (1)",-,만족,1.1
복숭아 나이아신아마이드 세럼 30mL,여름쿨톤,6명,"미백/광채 (3)
트러블/모공 (2)
순함/저자극 (2)
보습/속건조 (2)",-,만족,0.75
복숭아 나이아신아마이드 세럼 30mL,잡티,6명,"미백/광채 (3)
보습/속건조 (3)
추천/재구매 (1)
순함/저자극 (1)
트러블/모공 (1)",-,만족,1.15
복숭아 나이아신아마이드 세럼 30mL,재구매,9명,"미백/광채 (4)
보습/속건조 (3)
흡수/발림성 (3)
추천/재구매 (3)
상황/편의 (3)",-,만족,1.43
복숭아 나이아신아마이드 세럼 30mL,정보없음,37명,"미백/광채 (14)
상황/편의 (13)
보습/속건조 (11)
추천/재구매 (9)
흡수/발림성 (6)",-,만족,1.28
복숭아 나이아신아마이드 세럼 30mL,주름,1명,-,-,보통,0.0
복숭아 나이아신아마이드 세럼 30mL,지성,5명,"미백/광채 (2)
순함/저자극 (1)
트러블/모공 (1)
흡수/발림성 (1)",-,만족,1.0
복숭아 나이아신아마이드 세럼 30mL,쿨톤,3명,"흡수/발림성 (2)
끈적임/밀림 (1)
유분/피지 (1)",-,만족,1.2
복숭아 나이아신아마이드 세럼 30mL,트러블,10명,"미백/광채 (4)
보습/속건조 (3)
트러블/모공 (1)
유분/피지 (1)
끈적임/밀림 (1)",-,만족,1.0
복숭아 나이아신아마이드 세럼 30mL,피지과다,2명,"흡수/발림성 (1)
자극/부작용 (1)",-,매우만족,2.33
복숭아 나이아신아마이드 세럼 30mL,한달이상사용,35명,"미백/광채 (10)
상황/편의 (8)
추천/재구매 (8)
흡수/발림성 (7)
보습/속건조 (6)","트러블/모공 (2)
자극/부작용 (1)
추천/재구매 (1)",만족,1.27
복숭아 나이아신아마이드 세럼 30mL,"[복숭아 나이아신아마이드 세럼 30mL 랩업] 참여 유저: (정보없음 37명, 한달이상사용 35명, 트러블 10명, 재구매 9명, 블랙헤드 7명, 여름쿨톤 6명, 민감성 6명, 잡티 6명, 지성 5명, 각질 5명, 가을웜톤 4명, 복합성 4명, 건성 3명, 미백 3명, 쿨톤 3명, 피지과다 2명, 겨울쿨톤 2명, 봄웜톤 1명, 주름 1명). 이 제품에서 가장 많이 언급된 특징은 '미백/광채'(으)로, 이에 대해 주로 긍정적인 반응을 보였습니다.",총 88명,★★ 제품 전체 요약 ★★,★★ 제품 전체 요약 ★★,-,1.27
복숭아 나이아신아마이드 세럼 30mL,[대표리뷰 1] 첨엔 자극이 있는 거 같아서 뾰루지가 좀 났는데 그냥 꾸준히 써보고싶어서 썼더니 다크서클이 확실히 옅어졌어요 추천합니당 건조해서 크림 꼭 발라주세요,밀도: 4,리뷰ID: SP_250901_003,태그: 한달이상사용,별점: 5점,1.0
복숭아 나이아신아마이드 세럼 30mL,[대표리뷰 2] 이거는 뭐 그냥저냥 쓰고있어요 향은 일단 매우조음 수분감은 충전 잘되도요 근데 점성이 되게 묽어서 물 급 굉장히 잘 흘러내려서 바를때 주의하고 발라야돼요 미백효과는 아직 잘 모르겠네요 흠.흡수는 굿!,밀도: 4,리뷰ID: SP_250831_002,태그: nan,별점: 5점,0.2
복숭아 나이아신아마이드 세럼 30mL,[대표리뷰 3] 피부 자극 없고 촉촉쫀쫀함 미백효과는 모르겠음 근데 이쁘게생겨서 바를때마다 갓생사는것같고 기분이 조아용 한 번쯤 써보는 것도 조을듯,밀도: 4,리뷰ID: SP_251212_001,태그: nan,별점: 5점,3.0
